gid,경도,위도
다바846676,127.3279159599,36.8068973014
다바846677,127.3279139425,36.8077987696
다바846678,127.3279119251,36.8087002377
다바846679,127.3279099076,36.8096017056
다바846680,127.3279078901,36.8105031734
다바846681,127.3279058724,36.8114046411
다바846682,127.3279038546,36.8123061086
다바846683,127.3279018368,36.8132075759
다바846684,127.3278998188,36.8141090432
다바846685,127.3278978008,36.8150105103
다바846686,127.3278957827,36.8159119772
다바846687,127.3278937645,36.8168134441
다바846688,127.3278917462,36.8177149108
다바846689,127.3278897278,36.8186163773
다바846690,127.3278877093,36.8195178437
다바846691,127.3278856907,36.8204193100
다바846692,127.3278836721,36.8213207762
다바846693,127.3278816533,36.8222222422
다바846694,127.3278796345,36.8231237080
다바846695,127.3278776156,36.8240251738
다바846696,127.3278755966,36.8249266394
다바846697,127.3278735774,36.8258281048
다바846698,127.3278715582,36.8267295701
다바846699,127.3278695390,36.8276310353
다바846700,127.3278675196,36.8285325004
다바846701,127.3278655001,36.8294339653
다바846702,127.3278634806,36.8303354300
다바846703,127.3278614609,36.8312368947
다바846704,127.3278594412,36.8321383592
다바846705,127.3278574213,36.8330398235
다바846706,127.3278554014,36.8339412877
다바846707,127.3278533814,36.8348427518
다바846708,127.3278513613,36.8357442158
다바846709,127.3278493411,36.8366456796
다바846710,127.3278473209,36.8375471433
다바846711,127.3278453005,36.8384486068
다바846712,127.3278432801,36.8393500702
다바846713,127.3278412595,36.8402515335
다바846714,127.3278392389,36.8411529966
다바846715,127.3278372181,36.8420544596
다바846716,127.3278351973,36.8429559224
다바846717,127.3278331764,36.8438573851
다바846718,127.3278311554,36.8447588477
다바846719,127.3278291343,36.8456603102
다바846720,127.3278271132,36.8465617725
다바846721,127.3278250919,36.8474632346
다바846722,127.3278230706,36.8483646967
다바846723,127.3278210491,36.8492661586
다바846724,127.3278190276,36.8501676203
다바846725,127.3278170060,36.8510690819
다바846726,127.3278149842,36.8519705434
다바846727,127.3278129624,36.8528720048
다바846728,127.3278109405,36.8537734660
다바846729,127.3278089186,36.8546749270
다바846730,127.3278068965,36.8555763880
다바846731,127.3278048743,36.8564778488
다바846732,127.3278028521,36.8573793094
다바846733,127.3278008297,36.8582807699
다바847595,127.3291990662,36.7338795349
다바847596,127.3291970692,36.7347810142
다바847597,127.3291950721,36.7356824935
다바847598,127.3291930750,36.7365839725
다바847599,127.3291910778,36.7374854515
다바847600,127.3291890805,36.7383869303
다바847601,127.3291870830,36.7392884089
다바847602,127.3291850855,36.7401898875
다바847603,127.3291830880,36.7410913659
다바847604,127.3291810903,36.7419928441
다바847605,127.3291790925,36.7428943222
다바847606,127.3291770947,36.7437958002
다바847607,127.3291750967,36.7446972780
다바847608,127.3291730987,36.7455987557
다바847609,127.3291711006,36.7465002333
다바847610,127.3291691024,36.7474017107
다바847611,127.3291671041,36.7483031880
다바847612,127.3291651057,36.7492046652
다바847613,127.3291631072,36.7501061422
다바847614,127.3291611086,36.7510076191
다바847615,127.3291591100,36.7519090958
다바847616,127.3291571113,36.7528105725
다바847617,127.3291551124,36.7537120489
다바847618,127.3291531135,36.7546135253
다바847619,127.3291511145,36.7555150015
다바847620,127.3291491154,36.7564164775
다바847621,127.3291471162,36.7573179534
다바847622,127.3291451169,36.7582194292
다바847623,127.3291431176,36.7591209049
다바847624,127.3291411181,36.7600223804
다바847625,127.3291391186,36.7609238558
다바847626,127.3291371190,36.7618253310
다바847627,127.3291351192,36.7627268061
다바847628,127.3291331194,36.7636282811
다바847629,127.3291311195,36.7645297559
다바847630,127.3291291195,36.7654312306
다바847631,127.3291271195,36.7663327052
다바847632,127.3291251193,36.7672341796
다바847633,127.3291231190,36.7681356538
다바847634,127.3291211187,36.7690371280
다바847635,127.3291191183,36.7699386020
다바847636,127.3291171178,36.7708400759
다바847637,127.3291151171,36.7717415496
다바847638,127.3291131164,36.7726430232
다바847639,127.3291111157,36.7735444967
다바847640,127.3291091148,36.7744459700
다바847641,127.3291071138,36.7753474432
다바847642,127.3291051128,36.7762489162
다바847643,127.3291031116,36.7771503891
다바847644,127.3291011104,36.7780518619
다바847645,127.3290991091,36.7789533345
다바847646,127.3290971077,36.7798548070
다바847647,127.3290951062,36.7807562794
다바847648,127.3290931046,36.7816577516
다바847649,127.3290911029,36.7825592237
다바847650,127.3290891011,36.7834606957
다바847651,127.3290870993,36.7843621675
다바847652,127.3290850973,36.7852636391
다바847653,127.3290830953,36.7861651107
다바847654,127.3290810932,36.7870665821
다바847655,127.3290790910,36.7879680533
다바847656,127.3290770887,36.7888695245
다바847657,127.3290750863,36.7897709955
다바847658,127.3290730838,36.7906724663
다바847659,127.3290710812,36.7915739370
다바847660,127.3290690786,36.7924754076
다바847661,127.3290670758,36.7933768781
다바847662,127.3290650730,36.7942783484
다바847663,127.3290630701,36.7951798185
다바847664,127.3290610671,36.7960812886
다바847665,127.3290590640,36.7969827585
다바847666,127.3290570608,36.7978842282
다바847667,127.3290550575,36.7987856979
다바847668,127.3290530541,36.7996871673
다바847669,127.3290510507,36.8005886367
다바847670,127.3290490471,36.8014901059
다바847671,127.3290470435,36.8023915750
다바847672,127.3290450398,36.8032930439
다바847673,127.3290430359,36.8041945127
다바847674,127.3290410320,36.8050959814
다바847675,127.3290390281,36.8059974499
다바847676,127.3290370240,36.8068989183
다바847677,127.3290350198,36.8078003865
다바847678,127.3290330155,36.8087018546
다바847679,127.3290310112,36.8096033226
다바847680,127.3290290068,36.8105047905
다바847681,127.3290270022,36.8114062582
다바847682,127.3290249976,36.8123077257
다바847683,127.3290229929,36.8132091932
다바847684,127.3290209881,36.8141106604
다바847685,127.3290189832,36.8150121276
다바847686,127.3290169783,36.8159135946
다바847687,127.3290149732,36.8168150615
다바847688,127.3290129680,36.8177165282
다바847689,127.3290109628,36.8186179948
다바847690,127.3290089575,36.8195194613
다바847691,127.3290069521,36.8204209276
다바847692,127.3290049465,36.8213223938
다바847693,127.3290029409,36.8222238599
다바847694,127.3290009353,36.8231253258
다바847695,127.3289989295,36.8240267916
다바847696,127.3289969236,36.8249282572
다바847697,127.3289949177,36.8258297228
다바847698,127.3289929116,36.8267311881
다바847699,127.3289909055,36.8276326534
다바847700,127.3289888993,36.8285341185
다바847701,127.3289868930,36.8294355834
다바847702,127.3289848866,36.8303370482
다바847703,127.3289828801,36.8312385129
다바847704,127.3289808735,36.8321399775
다바847705,127.3289788668,36.8330414419
다바847706,127.3289768601,36.8339429062
다바847707,127.3289748532,36.8348443703
다바847708,127.3289728463,36.8357458343
다바847709,127.3289708393,36.8366472982
다바847710,127.3289688321,36.8375487619
다바847711,127.3289668249,36.8384502255
다바847712,127.3289648176,36.8393516889
다바847713,127.3289628103,36.8402531523
다바847714,127.3289608028,36.8411546154
다바847715,127.3289587952,36.8420560785
다바847716,127.3289567876,36.8429575414
다바847717,127.3289547798,36.8438590041
다바847718,127.3289527720,36.8447604668
다바847719,127.3289507641,36.8456619293
다바847720,127.3289487561,36.8465633916
다바847721,127.3289467480,36.8474648538
다바847722,127.3289447398,36.8483663159
다바847723,127.3289427315,36.8492677779
다바847724,127.3289407232,36.8501692397
다바847725,127.3289387147,36.8510707014
다바847726,127.3289367062,36.8519721629
다바847727,127.3289346975,36.8528736243
다바847728,127.3289326888,36.8537750855
다바847729,127.3289306800,36.8546765467
다바847730,127.3289286711,36.8555780076
다바847731,127.3289266621,36.8564794685
다바847732,127.3289246530,36.8573809292
다바847733,127.3289226439,36.8582823898
다바848594,127.3303210516,36.7329796574
다바848595,127.3303190678,36.7338811369
다바848596,127.3303170839,36.7347826163
다바848597,127.3303151000,36.7356840956
다바848598,127.3303131159,36.7365855747
다바848599,127.3303111318,36.7374870537
다바848600,127.3303091476,36.7383885326
다바848601,127.3303071633,36.7392900113
다바848602,127.3303051789,36.7401914899
다바848603,127.3303031944,36.7410929683
다바848604,127.3303012098,36.7419944466
다바848605,127.3302992251,36.7428959248
다바848606,127.3302972404,36.7437974028
다바848607,127.3302952556,36.7446988807
다바848608,127.3302932706,36.7456003585
다바848609,127.3302912856,36.7465018361
다바848610,127.3302893005,36.7474033136
다바848611,127.3302873153,36.7483047909
다바848612,127.3302853300,36.7492062681
다바848613,127.3302833447,36.7501077452
다바848614,127.3302813592,36.7510092221
다바848615,127.3302793737,36.7519106989
다바848616,127.3302773880,36.7528121756
다바848617,127.3302754023,36.7537136521
다바848618,127.3302734165,36.7546151285
다바848619,127.3302714306,36.7555166047
다바848620,127.3302694446,36.7564180809
다바848621,127.3302674585,36.7573195568
다바848622,127.3302654724,36.7582210327
다바848623,127.3302634861,36.7591225084
다바848624,127.3302614998,36.7600239839
다바848625,127.3302595133,36.7609254594
다바848626,127.3302575268,36.7618269347
다바848627,127.3302555402,36.7627284098
다바848628,127.3302535535,36.7636298848
다바848629,127.3302515667,36.7645313597
다바848630,127.3302495799,36.7654328345
다바848631,127.3302475929,36.7663343091
다바848632,127.3302456058,36.7672357835
다바848633,127.3302436187,36.7681372579
다바848634,127.3302416315,36.7690387321
다바848635,127.3302396442,36.7699402061
다바848636,127.3302376568,36.7708416800
다바848637,127.3302356693,36.7717431538
다바848638,127.3302336817,36.7726446275
다바848639,127.3302316940,36.7735461010
다바848640,127.3302297063,36.7744475744
다바848641,127.3302277184,36.7753490476
다바848642,127.3302257305,36.7762505207
다바848643,127.3302237425,36.7771519937
다바848644,127.3302217544,36.7780534665
다바848645,127.3302197662,36.7789549392
다바848646,127.3302177779,36.7798564117
다바848647,127.3302157895,36.7807578841
다바848648,127.3302138011,36.7816593564
다바848649,127.3302118125,36.7825608286
다바848650,127.3302098239,36.7834623006
다바848651,127.3302078351,36.7843637724
다바848652,127.3302058463,36.7852652442
다바848653,127.3302038574,36.7861667157
다바848654,127.3302018684,36.7870681872
다바848655,127.3301998793,36.7879696585
다바848656,127.3301978902,36.7888711297
다바848657,127.3301959009,36.7897726007
다바848658,127.3301939116,36.7906740717
다바848659,127.3301919221,36.7915755424
다바848660,127.3301899326,36.7924770131
다바848661,127.3301879430,36.7933784836
다바848662,127.3301859533,36.7942799539
다바848663,127.3301839635,36.7951814241
다바848664,127.3301819736,36.7960828942
다바848665,127.3301799837,36.7969843642
다바848666,127.3301779936,36.7978858340
다바848667,127.3301760035,36.7987873036
다바848668,127.3301740132,36.7996887732
다바848669,127.3301720229,36.8005902426
다바848670,127.3301700325,36.8014917118
다바848671,127.3301680420,36.8023931810
다바848672,127.3301660514,36.8032946500
다바848673,127.3301640607,36.8041961188
다바848674,127.3301620700,36.8050975875
다바848675,127.3301600791,36.8059990561
다바848676,127.3301580882,36.8069005245
다바848677,127.3301560972,36.8078019928
다바848678,127.3301541060,36.8087034610
다바848679,127.3301521148,36.8096049290
다바848680,127.3301501235,36.8105063969
다바848681,127.3301481322,36.8114078647
다바848682,127.3301461407,36.8123093323
다바848683,127.3301441491,36.8132107998
다바848684,127.3301421575,36.8141122671
다바848685,127.3301401657,36.8150137343
다바848686,127.3301381739,36.8159152014
다바848687,127.3301361820,36.8168166683
다바848688,127.3301341900,36.8177181351
다바848689,127.3301321979,36.8186196018
다바848690,127.3301302057,36.8195210683
다바848691,127.3301282135,36.8204225347
다바848692,127.3301262211,36.8213240009
다바848693,127.3301242286,36.8222254671
다바848694,127.3301222361,36.8231269330
다바848695,127.3301202435,36.8240283989
다바848696,127.3301182508,36.8249298646
다바848697,127.3301162580,36.8258313301
다바848698,127.3301142651,36.8267327956
다바848699,127.3301122721,36.8276342608
다바848700,127.3301102790,36.8285357260
다바848701,127.3301082859,36.8294371910
다바848702,127.3301062926,36.8303386559
다바848703,127.3301042993,36.8312401206
다바848704,127.3301023059,36.8321415852
다바848705,127.3301003124,36.8330430497
다바848706,127.3300983188,36.8339445140
다바848707,127.3300963251,36.8348459782
다바848708,127.3300943313,36.8357474423
다바848709,127.3300923375,36.8366489062
다바848710,127.3300903435,36.8375503700
다바848711,127.3300883495,36.8384518336
다바848712,127.3300863553,36.8393532971
다바848713,127.3300843611,36.8402547605
다바848714,127.3300823668,36.8411562237
다바848715,127.3300803724,36.8420576868
다바848716,127.3300783779,36.8429591497
다바848717,127.3300763834,36.8438606126
다바848718,127.3300743887,36.8447620753
다바848719,127.3300723939,36.8456635378
다바848720,127.3300703991,36.8465650002
다바848721,127.3300684042,36.8474664625
다바848722,127.3300664092,36.8483679246
다바848723,127.3300644140,36.8492693866
다바848724,127.3300624189,36.8501708485
다바848725,127.3300604236,36.8510723102
다바848726,127.3300584282,36.8519737718
다바848727,127.3300564327,36.8528752332
다바848728,127.3300544372,36.8537766945
다바848729,127.3300524415,36.8546781557
다바848730,127.3300504458,36.8555796167
다바848731,127.3300484500,36.8564810776
다바848732,127.3300464541,36.8573825384
다바849593,127.3314430108,36.7320797691
다바849594,127.3314410402,36.7329812488
다바849595,127.3314390696,36.7338827284
다바849596,127.3314370988,36.7347842079
다바849597,127.3314351279,36.7356856872
다바849598,127.3314331570,36.7365871664
다바849599,127.3314311859,36.7374886454
다바849600,127.3314292148,36.7383901243
다바849601,127.3314272436,36.7392916031
다바849602,127.3314252723,36.7401930817
다바849603,127.3314233009,36.7410945602
다바849604,127.3314213294,36.7419960386
다바849605,127.3314193579,36.7428975168
다바849606,127.3314173862,36.7437989949
다바849607,127.3314154145,36.7447004728
다바849608,127.3314134426,36.7456019506
다바849609,127.3314114707,36.7465034283
다바849610,127.3314094987,36.7474049058
다바849611,127.3314075266,36.7483063832
다바849612,127.3314055545,36.7492078605
다바849613,127.3314035822,36.7501093376
다바849614,127.3314016098,36.7510108146
다바849615,127.3313996374,36.7519122915
다바849616,127.3313976649,36.7528137682
다바849617,127.3313956923,36.7537152447
다바849618,127.3313937195,36.7546167212
다바849619,127.3313917468,36.7555181975
다바849620,127.3313897739,36.7564196737
다바849621,127.3313878009,36.7573211497
다바849622,127.3313858279,36.7582226256
다바849623,127.3313838547,36.7591241013
다바849624,127.3313818815,36.7600255769
다바849625,127.3313799082,36.7609270524
다바849626,127.3313779348,36.7618285278
다바849627,127.3313759613,36.7627300030
다바849628,127.3313739877,36.7636314780
다바849629,127.3313720140,36.7645329530
다바849630,127.3313700403,36.7654344278
다바849631,127.3313680664,36.7663359024
다바849632,127.3313660925,36.7672373770
다바849633,127.3313641185,36.7681388513
다바849634,127.3313621443,36.7690403256
다바849635,127.3313601702,36.7699417997
다바849636,127.3313581959,36.7708432737
다바849637,127.3313562215,36.7717447475
다바849638,127.3313542470,36.7726462212
다바849639,127.3313522725,36.7735476948
다바849640,127.3313502979,36.7744491682
다바849641,127.3313483231,36.7753506415
다바849642,127.3313463483,36.7762521146
다바849643,127.3313443734,36.7771535876
다바849644,127.3313423984,36.7780550605
다바849645,127.3313404234,36.7789565333
다바849646,127.3313384482,36.7798580059
다바849647,127.3313364730,36.7807594783
다바849648,127.3313344976,36.7816609507
다바849649,127.3313325222,36.7825624229
다바849650,127.3313305467,36.7834638949
다바849651,127.3313285711,36.7843653668
다바849652,127.3313265954,36.7852668386
다바849653,127.3313246196,36.7861683103
다바849654,127.3313226437,36.7870697818
다바849655,127.3313206678,36.7879712531
다바849656,127.3313186917,36.7888727244
다바849657,127.3313167156,36.7897741955
다바849658,127.3313147394,36.7906756664
다바849659,127.3313127631,36.7915771372
다바849660,127.3313107867,36.7924786079
다바849661,127.3313088102,36.7933800785
다바849662,127.3313068337,36.7942815489
다바849663,127.3313048570,36.7951830192
다바849664,127.3313028803,36.7960844893
다바849665,127.3313009034,36.7969859593
다바849666,127.3312989265,36.7978874292
다바849667,127.3312969495,36.7987888989
다바849668,127.3312949724,36.7996903685
다바849669,127.3312929952,36.8005918379
다바849670,127.3312910180,36.8014933072
다바849671,127.3312890406,36.8023947764
다바849672,127.3312870631,36.8032962455
다바849673,127.3312850856,36.8041977144
다바849674,127.3312831080,36.8050991831
다바849675,127.3312811303,36.8060006518
다바849676,127.3312791525,36.8069021202
다바849677,127.3312771746,36.8078035886
다바849678,127.3312751966,36.8087050568
다바849679,127.3312732186,36.8096065249
다바849680,127.3312712404,36.8105079928
다바849681,127.3312692622,36.8114094607
다바849682,127.3312672838,36.8123109283
다바849683,127.3312653054,36.8132123959
다바849684,127.3312633269,36.8141138633
다바849685,127.3312613483,36.8150153305
다바849686,127.3312593697,36.8159167976
다바849687,127.3312573909,36.8168182646
다바849688,127.3312554120,36.8177197315
다바849689,127.3312534331,36.8186211982
다바849690,127.3312514541,36.8195226647
다바849691,127.3312494749,36.8204241312
다바849692,127.3312474957,36.8213255975
다바849693,127.3312455164,36.8222270636
다바849694,127.3312435371,36.8231285297
다바849695,127.3312415576,36.8240299956
다바849696,127.3312395780,36.8249314613
다바849697,127.3312375984,36.8258329269
다바849698,127.3312356186,36.8267343924
다바849699,127.3312336388,36.8276358577
다바849700,127.3312316589,36.8285373229
다바849701,127.3312296789,36.8294387880
다바849702,127.3312276988,36.8303402529
다바849703,127.3312257186,36.8312417177
다바849704,127.3312237384,36.8321431824
다바849705,127.3312217580,36.8330446469
다바849706,127.3312197776,36.8339461113
다바849707,127.3312177971,36.8348475755
다바849708,127.3312158165,36.8357490396
다바849709,127.3312138357,36.8366505036
다바849710,127.3312118550,36.8375519674
다바849711,127.3312098741,36.8384534311
다바849712,127.3312078931,36.8393548947
다바849713,127.3312059121,36.8402563581
다바849714,127.3312039309,36.8411578214
다바849715,127.3312019497,36.8420592845
다바849716,127.3311999684,36.8429607475
다바849717,127.3311979869,36.8438622104
다바849718,127.3311960055,36.8447636731
다바849719,127.3311940239,36.8456651357
다바849720,127.3311920422,36.8465665982
다바849721,127.3311900604,36.8474680605
다바849722,127.3311880786,36.8483695227
다바849723,127.3311860966,36.8492709848
다바849724,127.3311841146,36.8501724467
다바849725,127.3311821325,36.8510739084
다바849726,127.3311801503,36.8519753701
다바849727,127.3311781680,36.8528768316
다바849728,127.3311761856,36.8537782929
다바849729,127.3311742032,36.8546797542
다바849730,127.3311722206,36.8555812153
다바849731,127.3311702380,36.8564826762
다바849732,127.3311682552,36.8573841370
다바850592,127.3325649439,36.7311798700
다바850593,127.3325629865,36.7320813500
다바850594,127.3325610290,36.7329828297
다바850595,127.3325590714,36.7338843094
다바850596,127.3325571137,36.7347857889
다바850597,127.3325551559,36.7356872683
다바850598,127.3325531981,36.7365887475
다바850599,127.3325512401,36.7374902266
다바850600,127.3325492821,36.7383917055
다바850601,127.3325473240,36.7392931844
다바850602,127.3325453658,36.7401946630
다바850603,127.3325434075,36.7410961416
다바850604,127.3325414491,36.7419976200
다바850605,127.3325394907,36.7428990983
다바850606,127.3325375321,36.7438005764
다바850607,127.3325355735,36.7447020544
다바850608,127.3325336148,36.7456035323
다바850609,127.3325316559,36.7465050100
다바850610,127.3325296970,36.7474064876
다바850611,127.3325277381,36.7483079650
다바850612,127.3325257790,36.7492094423
다바850613,127.3325238198,36.7501109195
다바850614,127.3325218606,36.7510123965
다바850615,127.3325199012,36.7519138734
다바850616,127.3325179418,36.7528153502
다바850617,127.3325159823,36.7537168268
다바850618,127.3325140227,36.7546183033
다바850619,127.3325120630,36.7555197797
다바850620,127.3325101032,36.7564212559
다바850621,127.3325081434,36.7573227320
다바850622,127.3325061834,36.7582242079
다바850623,127.3325042234,36.7591256837
다바850624,127.3325022633,36.7600271594
다바850625,127.3325003031,36.7609286349
다바850626,127.3324983428,36.7618301103
다바850627,127.3324963824,36.7627315856
다바850628,127.3324944219,36.7636330607
다바850629,127.3324924614,36.7645345357
다바850630,127.3324905007,36.7654360105
다바850631,127.3324885400,36.7663374852
다바850632,127.3324865792,36.7672389598
다바850633,127.3324846183,36.7681404343
다바850634,127.3324826573,36.7690419086
다바850635,127.3324806962,36.7699433827
다바850636,127.3324787351,36.7708448567
다바850637,127.3324767738,36.7717463306
다바850638,127.3324748125,36.7726478044
다바850639,127.3324728510,36.7735492780
다바850640,127.3324708895,36.7744507515
다바850641,127.3324689279,36.7753522248
다바850642,127.3324669662,36.7762536980
다바850643,127.3324650045,36.7771551711
다바850644,127.3324630426,36.7780566440
다바850645,127.3324610806,36.7789581168
다바850646,127.3324591186,36.7798595895
다바850647,127.3324571565,36.7807610620
다바850648,127.3324551943,36.7816625344
다바850649,127.3324532320,36.7825640066
다바850650,127.3324512696,36.7834654787
다바850651,127.3324493071,36.7843669507
다바850652,127.3324473445,36.7852684225
다바850653,127.3324453819,36.7861698942
다바850654,127.3324434192,36.7870713658
다바850655,127.3324414563,36.7879728372
다바850656,127.3324394934,36.7888743085
다바850657,127.3324375304,36.7897757796
다바850658,127.3324355673,36.7906772506
다바850659,127.3324336042,36.7915787215
다바850660,127.3324316409,36.7924801922
다바850661,127.3324296776,36.7933816628
다바850662,127.3324277141,36.7942831333
다바850663,127.3324257506,36.7951846036
다바850664,127.3324237870,36.7960860738
다바850665,127.3324218233,36.7969875439
다바850666,127.3324198595,36.7978890138
다바850667,127.3324178956,36.7987904836
다바850668,127.3324159317,36.7996919532
다바850669,127.3324139676,36.8005934227
다바850670,127.3324120035,36.8014948921
다바850671,127.3324100393,36.8023963613
다바850672,127.3324080750,36.8032978304
다바850673,127.3324061106,36.8041992993
다바850674,127.3324041461,36.8051007682
다바850675,127.3324021815,36.8060022368
다바850676,127.3324002169,36.8069037054
다바850677,127.3323982521,36.8078051738
다바850678,127.3323962873,36.8087066421
다바850679,127.3323943224,36.8096081102
다바850680,127.3323923574,36.8105095782
다바850681,127.3323903923,36.8114110460
다바850682,127.3323884271,36.8123125138
다바850683,127.3323864618,36.8132139814
다바850684,127.3323844965,36.8141154488
다바850685,127.3323825310,36.8150169161
다바850686,127.3323805655,36.8159183833
다바850687,127.3323785999,36.8168198503
다바850688,127.3323766342,36.8177213172
다바850689,127.3323746684,36.8186227840
다바850690,127.3323727025,36.8195242506
다바850691,127.3323707365,36.8204257171
다바850692,127.3323687705,36.8213271834
다바850693,127.3323668043,36.8222286497
다바850694,127.3323648381,36.8231301157
다바850695,127.3323628718,36.8240315817
다바850696,127.3323609054,36.8249330475
다바850697,127.3323589389,36.8258345131
다바850698,127.3323569723,36.8267359787
다바850699,127.3323550056,36.8276374441
다바850700,127.3323530389,36.8285389093
다바850701,127.3323510720,36.8294403744
다바850702,127.3323491051,36.8303418394
다바850703,127.3323471381,36.8312433043
다바850704,127.3323451710,36.8321447690
다바850705,127.3323432038,36.8330462335
다바850706,127.3323412365,36.8339476980
다바850707,127.3323392691,36.8348491623
다바850708,127.3323373017,36.8357506264
다바850709,127.3323353341,36.8366520904
다바850710,127.3323333665,36.8375535543
다바850711,127.3323313988,36.8384550181
다바850712,127.3323294310,36.8393564817
다바850713,127.3323274631,36.8402579451
다바850714,127.3323254951,36.8411594085
다바850715,127.3323235270,36.8420608717
다바850716,127.3323215589,36.8429623347
다바850717,127.3323195906,36.8438637977
다바850718,127.3323176223,36.8447652604
다바850719,127.3323156539,36.8456667231
다바850720,127.3323136854,36.8465681856
다바850721,127.3323117168,36.8474696480
다바850722,127.3323097481,36.8483711102
다바850723,127.3323077793,36.8492725723
다바850724,127.3323058105,36.8501740343
다바850725,127.3323038415,36.8510754961
다바850726,127.3323018725,36.8519769578
다바850727,127.3322999034,36.8528784194
다바850728,127.3322979342,36.8537798808
다바850729,127.3322959649,36.8546813420
다바850730,127.3322939955,36.8555828032
다바850731,127.3322920260,36.8564842642
다바850732,127.3322900565,36.8573857251
다바851592,127.3336849065,36.7311814403
다바851593,127.3336829622,36.7320829203
다바851594,127.3336810178,36.7329844001
다바851595,127.3336790733,36.7338858798
다바851596,127.3336771287,36.7347873593
다바851597,127.3336751841,36.7356888388
다바851598,127.3336732393,36.7365903181
다바851599,127.3336712944,36.7374917972
다바851600,127.3336693495,36.7383932762
다바851601,127.3336674045,36.7392947551
다바851602,127.3336654594,36.7401962338
다바851603,127.3336635142,36.7410977124
다바851604,127.3336615689,36.7419991909
다바851605,127.3336596236,36.7429006692
다바851606,127.3336576781,36.7438021474
다바851607,127.3336557326,36.7447036254
다바851608,127.3336537869,36.7456051033
다바851609,127.3336518412,36.7465065811
다바851611,127.3336479496,36.7483095362
다바851612,127.3336460036,36.7492110136
다바851613,127.3336440575,36.7501124908
다바851614,127.3336421114,36.7510139679
다바851615,127.3336401652,36.7519154449
다바851616,127.3336382188,36.7528169217
다바851617,127.3336362724,36.7537183984
다바851618,127.3336343259,36.7546198749
다바851619,127.3336323794,36.7555213513
다바851620,127.3336304327,36.7564228276
다바851621,127.3336284860,36.7573243037
다바851622,127.3336265391,36.7582257797
다바851623,127.3336245922,36.7591272556
다바851624,127.3336226452,36.7600287313
다바851625,127.3336206981,36.7609302069
다바851626,127.3336187509,36.7618316823
다바851627,127.3336168036,36.7627331576
다바851628,127.3336148563,36.7636346328
다바851629,127.3336129088,36.7645361078
다바851630,127.3336109613,36.7654375827
다바851631,127.3336090137,36.7663390575
다바851632,127.3336070660,36.7672405321
다바851633,127.3336051182,36.7681420066
다바851634,127.3336031703,36.7690434810
다바851635,127.3336012224,36.7699449552
다바851636,127.3335992743,36.7708464293
다바851637,127.3335973262,36.7717479032
다바851638,127.3335953780,36.7726493770
다바851639,127.3335934297,36.7735508507
다바851640,127.3335914813,36.7744523242
다바851641,127.3335895328,36.7753537976
다바851642,127.3335875842,36.7762552708
다바851643,127.3335856356,36.7771567440
다바851644,127.3335836868,36.7780582169
다바851645,127.3335817380,36.7789596898
다바851646,127.3335797891,36.7798611625
다바851647,127.3335778401,36.7807626351
다바851648,127.3335758910,36.7816641075
다바851649,127.3335739418,36.7825655798
다바851650,127.3335719926,36.7834670519
다바851651,127.3335700432,36.7843685240
다바851652,127.3335680938,36.7852699958
다바851653,127.3335661443,36.7861714676
다바851654,127.3335641947,36.7870729392
다바851655,127.3335622450,36.7879744107
다바851656,127.3335602952,36.7888758820
다바851657,127.3335583453,36.7897773532
다바851658,127.3335563954,36.7906788243
다바851659,127.3335544453,36.7915802952
다바851660,127.3335524952,36.7924817660
다바851661,127.3335505450,36.7933832366
다바851662,127.3335485947,36.7942847071
다바851663,127.3335466443,36.7951861775
다바851664,127.3335446938,36.7960876478
다바851665,127.3335427432,36.7969891179
다바851666,127.3335407926,36.7978905878
다바851667,127.3335388419,36.7987920577
다바851668,127.3335368910,36.7996935274
다바851669,127.3335349401,36.8005949969
다바851670,127.3335329891,36.8014964663
다바851671,127.3335310380,36.8023979356
다바851672,127.3335290869,36.8032994048
다바851673,127.3335271356,36.8042008738
다바851674,127.3335251843,36.8051023426
다바851675,127.3335232329,36.8060038114
다바851676,127.3335212813,36.8069052800
다바851677,127.3335193297,36.8078067484
다바851678,127.3335173780,36.8087082167
다바851679,127.3335154263,36.8096096849
다바851680,127.3335134744,36.8105111530
다바851681,127.3335115225,36.8114126209
다바851682,127.3335095704,36.8123140886
다바851683,127.3335076183,36.8132155563
다바851684,127.3335056661,36.8141170238
다바851685,127.3335037138,36.8150184911
다바851686,127.3335017614,36.8159199584
다바851687,127.3334998089,36.8168214255
다바851688,127.3334978564,36.8177228924
다바851689,127.3334959037,36.8186243592
다바851690,127.3334939510,36.8195258259
다바851691,127.3334919982,36.8204272924
다바851692,127.3334900453,36.8213287588
다바851693,127.3334880923,36.8222302251
다바851694,127.3334861392,36.8231316912
다바851695,127.3334841860,36.8240331572
다바851696,127.3334822328,36.8249346231
다바851697,127.3334802794,36.8258360888
다바851698,127.3334783260,36.8267375544
다바851699,127.3334763725,36.8276390198
다바851700,127.3334744189,36.8285404851
다바851701,127.3334724652,36.8294419503
다바851702,127.3334705114,36.8303434153
다바851703,127.3334685576,36.8312448802
다바851704,127.3334666036,36.8321463450
다바851705,127.3334646496,36.8330478096
다바851706,127.3334626955,36.8339492741
다바851707,127.3334607413,36.8348507384
다바851708,127.3334587870,36.8357522026
다바851709,127.3334568326,36.8366536667
다바851710,127.3334548781,36.8375551306
다바851711,127.3334529236,36.8384565944
