X_COORD,Y_COORD,total
957983.991787,1852829.14739,0.18
957983.991787,1852879.14739,0.9500000000000002
957983.991787,1852929.14739,4.2
957983.991787,1853029.14739,0.19
957983.991787,1853079.14739,13.72
958033.991787,1852879.14739,1.1300000000000001
958033.991787,1852929.14739,11.46
958033.991787,1853029.14739,5.960000000000001
958083.991787,1852429.14739,0.13
958083.991787,1852879.14739,5.92
958083.991787,1852929.14739,5.92
958083.991787,1852979.14739,5.960000000000001
958083.991787,1853229.14739,1.09
958133.991787,1852879.14739,5.92
958133.991787,1852929.14739,11.46
958133.991787,1852979.14739,1.5800000000000003
958133.991787,1853029.14739,6.830000000000001
958133.991787,1853229.14739,0.4100000000000001
958133.991787,1853729.14739,0.0
958183.991787,1852879.14739,1.3600000000000003
958183.991787,1852929.14739,13.079999999999998
958183.991787,1852979.14739,13.12
958183.991787,1853029.14739,7.66
958183.991787,1853229.14739,4.720000000000001
958183.991787,1853279.14739,0.4700000000000001
958183.991787,1853329.14739,0.4400000000000001
958183.991787,1853729.14739,0.03
958233.991787,1852879.14739,1.3300000000000003
958233.991787,1852929.14739,1.5700000000000005
958233.991787,1852979.14739,13.02
958233.991787,1853029.14739,14.700000000000001
958233.991787,1853079.14739,7.620000000000001
958233.991787,1853129.14739,1.7200000000000002
958233.991787,1853179.14739,8.670000000000002
958233.991787,1853229.14739,4.779999999999999
958233.991787,1853279.14739,0.4700000000000001
958233.991787,1853329.14739,2.1100000000000003
958233.991787,1853529.14739,0.0
958233.991787,1853629.14739,0.21
958233.991787,1853729.14739,0.060000000000000005
958283.991787,1852929.14739,6.630000000000001
958283.991787,1852979.14739,6.630000000000001
958283.991787,1853029.14739,19.25
958283.991787,1853079.14739,8.580000000000002
958283.991787,1853129.14739,4.529999999999999
958283.991787,1853179.14739,11.41
958283.991787,1853229.14739,2.8899999999999997
958283.991787,1853279.14739,8.440000000000001
958283.991787,1853379.14739,0.11
958283.991787,1853429.14739,0.8900000000000002
958283.991787,1853479.14739,0.9300000000000002
958283.991787,1853529.14739,0.0
958333.991787,1852979.14739,8.360000000000003
958333.991787,1853029.14739,2.34
958333.991787,1853079.14739,1.3600000000000003
958333.991787,1853229.14739,22.610000000000003
958333.991787,1853279.14739,0.4900000000000001
958333.991787,1853479.14739,0.6400000000000001
958333.991787,1853529.14739,0.10999999999999999
958333.991787,1853579.14739,0.4600000000000001
958383.991787,1852979.14739,3.83
958383.991787,1853129.14739,7.66
958383.991787,1853179.14739,7.66
958383.991787,1853229.14739,15.879999999999999
958383.991787,1853529.14739,0.10999999999999999
958383.991787,1853829.14739,0.0
958433.991787,1852979.14739,99.33
958433.991787,1853079.14739,62.46000000000001
958433.991787,1853129.14739,22.29
958483.991787,1852979.14739,61.480000000000004
958483.991787,1853029.14739,61.480000000000004
958483.991787,1853079.14739,212.80999999999997
958483.991787,1853129.14739,191.57999999999998
958483.991787,1853729.14739,0.0
958483.991787,1853779.14739,0.0
958533.991787,1852879.14739,14.270000000000003
958533.991787,1852979.14739,62.390000000000015
958533.991787,1853029.14739,194.02
958533.991787,1853079.14739,156.79
958533.991787,1853129.14739,14.290000000000001
958533.991787,1853729.14739,0.0
958583.991787,1851179.14739,0.01
958583.991787,1851279.14739,0.02
958583.991787,1852979.14739,127.33000000000001
958583.991787,1853029.14739,108.0
958583.991787,1853079.14739,215.71
958633.991787,1851179.14739,0.01
958633.991787,1852979.14739,125.68999999999998
958633.991787,1853029.14739,106.58000000000001
958633.991787,1853079.14739,206.29999999999998
958633.991787,1853129.14739,38.56
958683.991787,1852929.14739,161.83
958683.991787,1852979.14739,125.75000000000001
958683.991787,1853029.14739,125.68999999999998
958733.991787,1852379.14739,0.33000000000000007
958733.991787,1852929.14739,62.00999999999999
958733.991787,1852979.14739,158.16
958733.991787,1853029.14739,62.059999999999995
958783.991787,1852429.14739,0.16000000000000003
958783.991787,1852879.14739,0.52
958783.991787,1852929.14739,7.56
958783.991787,1852979.14739,4.82
958783.991787,1853479.14739,0.49
958833.991787,1852929.14739,16.48
958833.991787,1853479.14739,1.2100000000000002
958833.991787,1853829.14739,0.29
958833.991787,1854379.14739,14.16
958833.991787,1854429.14739,0.07
958883.991787,1851029.14739,0.09
958883.991787,1851129.14739,0.22999999999999998
958883.991787,1851229.14739,0.09999999999999999
958883.991787,1851929.14739,0.01
958883.991787,1852829.14739,0.15000000000000002
958883.991787,1852879.14739,45.24999999999999
958883.991787,1852929.14739,14.969999999999999
958883.991787,1852979.14739,1.2800000000000002
958883.991787,1853329.14739,0.0
958883.991787,1853429.14739,0.6800000000000002
958883.991787,1853579.14739,1.3800000000000001
958883.991787,1853679.14739,1.4000000000000004
958883.991787,1853829.14739,0.8700000000000001
958883.991787,1854029.14739,0.02
958883.991787,1854429.14739,0.09
958933.991787,1850829.14739,2.91
958933.991787,1850879.14739,0.08
958933.991787,1850929.14739,0.41000000000000003
958933.991787,1850979.14739,0.07
958933.991787,1851029.14739,0.4600000000000001
958933.991787,1851079.14739,0.09999999999999999
958933.991787,1852229.14739,0.4800000000000001
958933.991787,1852529.14739,0.0
958933.991787,1852829.14739,3.2100000000000004
958933.991787,1852879.14739,95.54000000000002
958933.991787,1853329.14739,0.0
958933.991787,1854079.14739,1.63
958933.991787,1854329.14739,16.759999999999998
958983.991787,1850979.14739,0.0
958983.991787,1851029.14739,2.67
958983.991787,1851079.14739,1.1600000000000001
958983.991787,1851129.14739,1.0800000000000003
958983.991787,1852529.14739,0.05
958983.991787,1852879.14739,84.86
958983.991787,1852929.14739,8.969999999999999
958983.991787,1852979.14739,12.5
958983.991787,1853229.14739,4.149999999999999
958983.991787,1853279.14739,2.2599999999999993
958983.991787,1854079.14739,76.74999999999997
958983.991787,1854179.14739,16.759999999999998
958983.991787,1854279.14739,16.759999999999998
959033.991787,1851129.14739,0.48
959033.991787,1851179.14739,0.5800000000000001
959033.991787,1851229.14739,0.5900000000000001
959033.991787,1851279.14739,0.09
959033.991787,1852829.14739,0.56
959033.991787,1852879.14739,47.22
959033.991787,1853179.14739,6.409999999999998
959033.991787,1853229.14739,6.409999999999998
959083.991787,1851179.14739,0.09999999999999999
959083.991787,1851229.14739,0.27999999999999997
959083.991787,1851279.14739,0.0
959083.991787,1851329.14739,0.0
959083.991787,1851379.14739,0.25
959083.991787,1851679.14739,0.28
959083.991787,1852579.14739,0.0
959083.991787,1852629.14739,0.43000000000000005
959083.991787,1852829.14739,29.930000000000007
959083.991787,1852879.14739,196.23999999999998
959083.991787,1853129.14739,67.87
959083.991787,1853179.14739,2.2599999999999993
959083.991787,1853229.14739,4.149999999999999
959133.991787,1851329.14739,2.9700000000000006
959133.991787,1851379.14739,3.0100000000000002
959133.991787,1851529.14739,0.48
959133.991787,1852579.14739,5.119999999999999
959133.991787,1852629.14739,5.119999999999999
959133.991787,1852679.14739,3.6000000000000005
959133.991787,1852829.14739,191.45999999999998
959133.991787,1852879.14739,505.0400000000001
959133.991787,1853029.14739,3.2700000000000005
959133.991787,1853079.14739,43.50999999999999
959133.991787,1853129.14739,80.33
959133.991787,1853179.14739,2.53
959183.991787,1851279.14739,0.09999999999999999
959183.991787,1851379.14739,1.8100000000000005
959183.991787,1851429.14739,19.910000000000004
959183.991787,1851529.14739,0.52
959183.991787,1851629.14739,0.52
959183.991787,1852629.14739,6.68
959183.991787,1852679.14739,14.760000000000002
959183.991787,1852829.14739,138.99
959183.991787,1852879.14739,560.7700000000001
959183.991787,1852929.14739,37.41
959183.991787,1852979.14739,11.129999999999999
959183.991787,1853029.14739,4.29
959183.991787,1853079.14739,27.069999999999997
959183.991787,1853129.14739,34.39
959183.991787,1853179.14739,2.53
959183.991787,1853229.14739,2.2599999999999993
959233.991787,1851429.14739,0.31000000000000005
959233.991787,1851479.14739,3.2400000000000007
959233.991787,1851529.14739,3.500000000000001
959233.991787,1851879.14739,0.9600000000000002
959233.991787,1851929.14739,1.06
959233.991787,1852679.14739,12.87
959233.991787,1852729.14739,6.18
959233.991787,1852779.14739,1.74
959233.991787,1852829.14739,120.54999999999998
959233.991787,1852879.14739,60.93
959233.991787,1853079.14739,2.159999999999999
959233.991787,1853179.14739,2.53
959233.991787,1853229.14739,4.13
959233.991787,1853279.14739,0.0
959283.991787,1851329.14739,0.0
959283.991787,1851529.14739,3.5200000000000005
959283.991787,1851579.14739,3.580000000000001
959283.991787,1851879.14739,0.52
959283.991787,1851929.14739,0.17000000000000004
959283.991787,1852279.14739,0.3
959283.991787,1852679.14739,0.5700000000000001
959283.991787,1852729.14739,1.9500000000000004
959283.991787,1852779.14739,18.72
959283.991787,1852829.14739,52.199999999999996
959283.991787,1852879.14739,50.31999999999999
959283.991787,1853279.14739,0.15000000000000002
959333.991787,1851479.14739,0.6500000000000001
959333.991787,1851579.14739,4.92
959333.991787,1851629.14739,9.28
959333.991787,1851679.14739,1.6300000000000003
959333.991787,1851979.14739,4.279999999999999
959333.991787,1852079.14739,0.7100000000000001
959333.991787,1852729.14739,45.44
959333.991787,1852779.14739,189.90999999999997
959333.991787,1852829.14739,99.30999999999999
959333.991787,1852879.14739,11.520000000000001
959333.991787,1853279.14739,0.0
959333.991787,1853329.14739,0.01
959333.991787,1853379.14739,0.0
959333.991787,1853429.14739,0.0
959383.991787,1851679.14739,1.8700000000000006
959383.991787,1851729.14739,1.1800000000000002
959383.991787,1851979.14739,5.17
959383.991787,1852029.14739,2.79
959383.991787,1852079.14739,0.33000000000000007
959383.991787,1852729.14739,18.250000000000004
959383.991787,1852779.14739,306.33
959383.991787,1852829.14739,201.37
959383.991787,1852879.14739,60.43000000000001
959383.991787,1852929.14739,9.42
959383.991787,1853429.14739,0.0
959433.991787,1851629.14739,0.25999999999999995
959433.991787,1851729.14739,1.35
959433.991787,1851779.14739,1.5600000000000005
959433.991787,1851829.14739,2.0700000000000003
959433.991787,1851879.14739,1.4000000000000004
959433.991787,1852729.14739,1.3900000000000003
959433.991787,1852779.14739,363.28999999999996
959433.991787,1852829.14739,327.57000000000005
959433.991787,1852879.14739,76.49
959433.991787,1852929.14739,8.43
959433.991787,1853479.14739,0.0
959433.991787,1853529.14739,0.0
959483.991787,1851429.14739,0.52
959483.991787,1851479.14739,0.8900000000000001
959483.991787,1851529.14739,0.6500000000000001
959483.991787,1851579.14739,0.25999999999999995
959483.991787,1851829.14739,0.12000000000000001
959483.991787,1851879.14739,2.47
959483.991787,1851929.14739,3.210000000000001
959483.991787,1851979.14739,3.5500000000000007
959483.991787,1852029.14739,9.86
959483.991787,1852079.14739,16.34
959483.991787,1852129.14739,17.209999999999997
959483.991787,1852179.14739,15.819999999999999
959483.991787,1852229.14739,9.809999999999999
959483.991787,1852279.14739,7.34
959483.991787,1852329.14739,0.07
959483.991787,1852379.14739,0.26999999999999996
959483.991787,1852429.14739,0.79
959483.991787,1852479.14739,1.6300000000000003
959483.991787,1852529.14739,0.4400000000000001
959483.991787,1852579.14739,5.94
959483.991787,1852629.14739,1.7000000000000002
959483.991787,1852679.14739,4.26
959483.991787,1852729.14739,4.4
959483.991787,1852779.14739,74.71000000000001
959483.991787,1852829.14739,164.66999999999996
959483.991787,1852879.14739,96.73
959483.991787,1852929.14739,8.379999999999999
959483.991787,1853579.14739,0.0
959483.991787,1853629.14739,0.0
959533.991787,1851629.14739,0.11999999999999998
959533.991787,1852029.14739,0.9900000000000002
959533.991787,1852079.14739,5.840000000000001
959533.991787,1852229.14739,0.9400000000000002
959533.991787,1852279.14739,0.8600000000000001
959533.991787,1852329.14739,0.0
959533.991787,1852379.14739,0.0
959533.991787,1852479.14739,1.8700000000000006
959533.991787,1852529.14739,3.900000000000001
959533.991787,1852579.14739,16.049999999999997
959533.991787,1852629.14739,17.91
959533.991787,1852679.14739,18.339999999999996
959533.991787,1852729.14739,3.0800000000000005
959533.991787,1852779.14739,1.4300000000000002
959533.991787,1852829.14739,78.59
959533.991787,1852879.14739,135.76
959533.991787,1852929.14739,7.2700000000000005
959533.991787,1852979.14739,2.3199999999999994
959533.991787,1853629.14739,0.0
959533.991787,1853679.14739,0.0
959533.991787,1853879.14739,0.0
959583.991787,1852029.14739,0.21999999999999997
959583.991787,1852079.14739,7.459999999999999
959583.991787,1852129.14739,7.459999999999999
959583.991787,1852179.14739,2.1899999999999995
959583.991787,1852279.14739,2.63
959583.991787,1852379.14739,0.0
959583.991787,1852529.14739,1.68
959583.991787,1852579.14739,16.669999999999998
959583.991787,1852629.14739,36.54
959583.991787,1852679.14739,35.25
959583.991787,1852729.14739,11.61
959583.991787,1852779.14739,0.7800000000000002
959583.991787,1852829.14739,212.52
959583.991787,1852879.14739,17.61
959583.991787,1853729.14739,0.0
959583.991787,1853779.14739,0.0
959583.991787,1853829.14739,0.0
959583.991787,1853879.14739,0.0
959633.991787,1852229.14739,0.9600000000000001
959633.991787,1852579.14739,12.129999999999999
959633.991787,1852629.14739,22.43
959633.991787,1852679.14739,3.4299999999999997
959633.991787,1852729.14739,15.8
959633.991787,1852779.14739,183.49
959633.991787,1852829.14739,368.77000000000004
959633.991787,1852879.14739,62.03999999999999
959633.991787,1853629.14739,0.0
959683.991787,1852529.14739,1.0
959683.991787,1852629.14739,5.310000000000001
959683.991787,1852679.14739,14.48
959683.991787,1852729.14739,2.4299999999999993
959683.991787,1852829.14739,339.13
959683.991787,1852879.14739,21.35
959733.991787,1852529.14739,0.25999999999999995
959733.991787,1852579.14739,0.30999999999999994
959733.991787,1852629.14739,0.47
959733.991787,1852679.14739,4.420000000000001
959733.991787,1852729.14739,9.479999999999999
959733.991787,1852779.14739,0.21999999999999997
959733.991787,1852829.14739,4.420000000000001
959783.991787,1851329.14739,0.12999999999999998
959783.991787,1852679.14739,1.2000000000000002
959783.991787,1852729.14739,4.420000000000001
959783.991787,1852779.14739,8.32
959783.991787,1852829.14739,58.480000000000004
959783.991787,1852879.14739,84.97999999999999
959783.991787,1854279.14739,0.0
959783.991787,1854329.14739,0.0
959833.991787,1852579.14739,0.40000000000000013
959833.991787,1852679.14739,2.9400000000000004
959833.991787,1852779.14739,232.35000000000002
959833.991787,1852829.14739,492.56
959833.991787,1852879.14739,101.96
959833.991787,1852929.14739,34.91
959833.991787,1852979.14739,16.95
959833.991787,1854229.14739,0.0
959833.991787,1854279.14739,0.0
959833.991787,1854329.14739,0.0
959833.991787,1854379.14739,0.0
959883.991787,1852329.14739,0.0
959883.991787,1852629.14739,6.469999999999999
959883.991787,1852679.14739,1.5400000000000003
959883.991787,1852779.14739,137.87
959883.991787,1852829.14739,572.78
959883.991787,1852879.14739,159.67
959883.991787,1852929.14739,16.959999999999997
959883.991787,1853079.14739,0.25999999999999995
959883.991787,1853129.14739,0.24999999999999997
959883.991787,1854179.14739,0.0
959883.991787,1854229.14739,0.0
959883.991787,1854329.14739,0.0
959933.991787,1852529.14739,4.34
959933.991787,1852579.14739,4.34
959933.991787,1852679.14739,52.39999999999999
959933.991787,1852729.14739,22.44
959933.991787,1852779.14739,53.19
959933.991787,1852829.14739,99.38
959933.991787,1852879.14739,169.23000000000002
959933.991787,1852929.14739,72.03999999999999
959933.991787,1852979.14739,9.030000000000001
959933.991787,1853879.14739,0.0
959933.991787,1854079.14739,0.04
959983.991787,1852629.14739,10.630000000000003
959983.991787,1852779.14739,22.38
959983.991787,1852829.14739,87.58
959983.991787,1852879.14739,58.77000000000001
959983.991787,1852929.14739,55.67
959983.991787,1852979.14739,9.81
959983.991787,1853029.14739,8.23
959983.991787,1853079.14739,6.07
959983.991787,1853229.14739,18.650000000000002
959983.991787,1853829.14739,0.08
959983.991787,1854029.14739,0.0
960033.991787,1852629.14739,4.319999999999999
960033.991787,1852679.14739,12.860000000000003
960033.991787,1852779.14739,15.879999999999999
960033.991787,1852829.14739,60.47999999999999
960033.991787,1852879.14739,1.8700000000000003
960033.991787,1852929.14739,37.08
960033.991787,1852979.14739,91.66
960033.991787,1853029.14739,70.71
960033.991787,1853079.14739,6.87
960033.991787,1853229.14739,10.06
960033.991787,1853879.14739,0.0
960033.991787,1853929.14739,0.0
960033.991787,1853979.14739,0.0
960033.991787,1854029.14739,0.12
960033.991787,1854929.14739,0.7600000000000002
960083.991787,1852579.14739,3.6800000000000006
960083.991787,1852829.14739,16.31
960083.991787,1852879.14739,8.38
960083.991787,1852929.14739,25.02
960083.991787,1852979.14739,65.8
960083.991787,1853029.14739,94.77999999999999
960083.991787,1853079.14739,2.9300000000000006
960083.991787,1853129.14739,7.49
960083.991787,1853179.14739,29.71
960083.991787,1853229.14739,24.62
960083.991787,1853929.14739,0.5700000000000002
960083.991787,1854829.14739,4.41
960083.991787,1854879.14739,1.0
960133.991787,1852529.14739,4.549999999999998
960133.991787,1852879.14739,0.7100000000000002
960133.991787,1852929.14739,1.4100000000000001
960133.991787,1852979.14739,68.73999999999998
960133.991787,1853029.14739,85.29
960133.991787,1853079.14739,60.97000000000001
960133.991787,1853129.14739,255.4
960133.991787,1853179.14739,66.39
960133.991787,1853229.14739,18.220000000000002
960133.991787,1853879.14739,1.3000000000000003
960133.991787,1853929.14739,0.46
960133.991787,1854729.14739,0.17000000000000004
960133.991787,1854879.14739,2.1600000000000006
960133.991787,1854929.14739,0.57
960133.991787,1855329.14739,0.05
960183.991787,1852929.14739,27.33
960183.991787,1852979.14739,12.54
960183.991787,1853029.14739,23.6
960183.991787,1853079.14739,24.279999999999998
960183.991787,1853179.14739,75.88000000000001
960183.991787,1853229.14739,66.63
960183.991787,1853279.14739,25.94
960183.991787,1853879.14739,0.53
960183.991787,1853979.14739,0.4700000000000002
960183.991787,1854879.14739,2.5700000000000003
960183.991787,1855229.14739,0.13999999999999999
960183.991787,1855279.14739,0.11999999999999998
960233.991787,1851479.14739,0.4800000000000001
960233.991787,1851679.14739,0.7200000000000002
960233.991787,1851729.14739,0.7200000000000002
960233.991787,1852429.14739,1.61
960233.991787,1852629.14739,2.3999999999999995
960233.991787,1852979.14739,6.83
960233.991787,1853229.14739,37.46
960233.991787,1853279.14739,37.36000000000001
960233.991787,1853879.14739,3.3199999999999994
960233.991787,1853979.14739,11.68
960233.991787,1854829.14739,0.5700000000000001
960233.991787,1854879.14739,0.6700000000000002
960233.991787,1854929.14739,0.24
960233.991787,1855079.14739,1.06
960233.991787,1855179.14739,2.7300000000000004
960283.991787,1851529.14739,0.4700000000000001
960283.991787,1851579.14739,0.4700000000000001
960283.991787,1851679.14739,0.8000000000000003
960283.991787,1851729.14739,0.7200000000000002
960283.991787,1851879.14739,0.8700000000000001
960283.991787,1852179.14739,0.6000000000000001
960283.991787,1852229.14739,1.29
960283.991787,1852279.14739,0.6000000000000001
960283.991787,1852429.14739,1.1700000000000002
960283.991787,1853079.14739,41.32
960283.991787,1853129.14739,11.040000000000001
960283.991787,1853179.14739,2.399999999999999
960283.991787,1853229.14739,8.149999999999999
960283.991787,1853279.14739,5.7299999999999995
960283.991787,1853879.14739,3.6499999999999995
960283.991787,1853929.14739,7.6
960283.991787,1853979.14739,5.37
960283.991787,1854829.14739,0.11999999999999998
960283.991787,1854879.14739,0.43000000000000005
960283.991787,1854929.14739,0.20000000000000004
960283.991787,1855029.14739,0.21
960283.991787,1855079.14739,1.74
960283.991787,1855129.14739,0.8500000000000003
960283.991787,1855179.14739,3.349999999999999
960283.991787,1855229.14739,1.58
960333.991787,1851629.14739,0.7200000000000002
960333.991787,1851829.14739,0.8700000000000001
960333.991787,1852029.14739,0.12
960333.991787,1852079.14739,2.920000000000001
960333.991787,1852129.14739,2.920000000000001
960333.991787,1852229.14739,0.6000000000000001
960333.991787,1852279.14739,0.6000000000000001
960333.991787,1852329.14739,1.2400000000000002
960333.991787,1852379.14739,0.5700000000000001
960333.991787,1853129.14739,8.19
960333.991787,1853179.14739,2.86
960333.991787,1853229.14739,5.080000000000001
960333.991787,1853279.14739,5.869999999999999
960333.991787,1853329.14739,4.430000000000001
960333.991787,1853829.14739,2.6600000000000006
960333.991787,1853879.14739,4.619999999999999
960333.991787,1854779.14739,0.11999999999999998
960333.991787,1854879.14739,0.34
960333.991787,1854979.14739,0.8900000000000002
960333.991787,1855029.14739,0.75
960333.991787,1855179.14739,0.4
960383.991787,1852229.14739,6.7200000000000015
960383.991787,1853229.14739,0.6000000000000001
960383.991787,1853279.14739,1.5600000000000003
960383.991787,1853329.14739,2.3400000000000007
960383.991787,1853379.14739,9.529999999999998
960383.991787,1853429.14739,17.509999999999998
960383.991787,1853779.14739,0.35000000000000003
960383.991787,1853829.14739,0.5
960383.991787,1854879.14739,0.58
960383.991787,1854929.14739,0.7400000000000001
960383.991787,1854979.14739,0.56
960433.991787,1852129.14739,6.7200000000000015
960433.991787,1852179.14739,6.7200000000000015
960433.991787,1853279.14739,1.1100000000000003
960433.991787,1853329.14739,6.0200000000000005
960433.991787,1853379.14739,22.69
960433.991787,1853429.14739,11.91
960433.991787,1853729.14739,0.0
960433.991787,1854829.14739,0.13
960433.991787,1854879.14739,0.09
960433.991787,1854929.14739,0.09
960483.991787,1853279.14739,0.98
960483.991787,1853329.14739,113.22
960483.991787,1853379.14739,34.09
960483.991787,1853429.14739,20.590000000000003
960483.991787,1853729.14739,0.0
960483.991787,1853779.14739,0.12
960483.991787,1854829.14739,0.0
960483.991787,1854879.14739,0.0
960533.991787,1850529.14739,0.01
960533.991787,1850679.14739,0.09000000000000001
960533.991787,1851029.14739,4.87
960533.991787,1853279.14739,11.259999999999998
960533.991787,1853329.14739,41.38
960533.991787,1853379.14739,263.52000000000004
960533.991787,1853429.14739,113.13
960533.991787,1854629.14739,0.0
960533.991787,1854679.14739,0.0
960533.991787,1854729.14739,0.0
960583.991787,1850279.14739,36.03
960583.991787,1850879.14739,1.5500000000000003
960583.991787,1853079.14739,0.09999999999999999
960583.991787,1853229.14739,2.059999999999999
960583.991787,1853279.14739,10.83
960583.991787,1853329.14739,311.28
960583.991787,1853379.14739,321.29
960583.991787,1853429.14739,19.57
960583.991787,1853679.14739,0.03
960583.991787,1854629.14739,0.10999999999999999
960633.991787,1850229.14739,20.569999999999997
960633.991787,1850729.14739,2.8100000000000005
960633.991787,1850829.14739,1.5500000000000003
960633.991787,1850879.14739,1.5500000000000003
960633.991787,1852929.14739,0.16000000000000003
960633.991787,1853029.14739,0.09999999999999999
960633.991787,1853079.14739,0.37999999999999995
960633.991787,1853129.14739,0.29000000000000004
960633.991787,1853179.14739,2.89
960633.991787,1853329.14739,27.99
960633.991787,1853379.14739,30.15
960633.991787,1853429.14739,5.020000000000001
960633.991787,1854529.14739,11.700000000000001
960633.991787,1854579.14739,11.66
960683.991787,1850779.14739,4.9799999999999995
960683.991787,1852929.14739,0.09
960683.991787,1853029.14739,0.24
960683.991787,1853079.14739,0.11999999999999998
960683.991787,1853129.14739,0.31000000000000005
960683.991787,1853179.14739,1.06
960683.991787,1853429.14739,51.69
